NZ_CP007743.1_1322 NZ_CP007742.1_991 NZ_CP007742.1_619 NZ_CP007742.1_360 NZ_CP007742.1_957 NZ_CP007742.1_689 NZ_CP007742.1_420 NZ_CP007743.1_1821 NZ_CP007743.1_1686 NZ_CP007742.1_388 NZ_CP007742.1_800 NZ_CP007743.1_1226 NZ_CP007743.1_1842 NZ_CP007742.1_847 NZ_CP007742.1_836 NZ_CP007743.1_1108 NZ_CP007742.1_284 NZ_CP007742.1_462 NZ_CP007742.1_69 NZ_CP007742.1_736 NZ_CP007742.1_267 NZ_CP007742.1_818 NZ_CP007742.1_873 NZ_CP007742.1_796 NZ_CP007743.1_1866 NZ_CP007742.1_487 NZ_CP007742.1_547 NZ_CP007742.1_12 NZ_CP007742.1_474 NZ_CP007742.1_488 NZ_CP007742.1_1004 NZ_CP007742.1_84 NZ_CP007742.1_475 NZ_CP007742.1_112 NZ_CP007742.1_469 NZ_CP007742.1_468 NZ_CP007742.1_13 NZ_CP007743.1_1123 NZ_CP007742.1_1054 NZ_CP007742.1_449 NZ_CP007743.1_797 NZ_CP007743.1_346 NZ_CP007742.1_548 NZ_CP007743.1_1864 NZ_CP007743.1_1865 NZ_CP007742.1_102 NZ_CP007742.1_124 NZ_CP007742.1_561 NZ_CP007742.1_600 NZ_CP007743.1_1542 NZ_CP007743.1_599 NZ_CP007742.1_745 NZ_CP007742.1_789 NZ_CP007743.1_1452 NZ_CP007742.1_744 NZ_CP007742.1_384 NZ_CP007743.1_44 NZ_CP007743.1_39 NZ_CP007743.1_1371 NZ_CP007742.1_1050 NZ_CP007742.1_852 NZ_CP007742.1_857 NZ_CP007743.1_819 NZ_CP007742.1_759 NZ_CP007743.1_1539 NZ_CP007743.1_427 NZ_CP007742.1_342 NZ_CP007742.1_760 NZ_CP007742.1_882 NZ_CP007743.1_1687 NZ_CP007743.1_1182 NZ_CP007742.1_375 NZ_CP007742.1_374 NZ_CP007743.1_1248 NZ_CP007742.1_599 NZ_CP007743.1_1708 NZ_CP007743.1_19 NZ_CP007742.1_341 NZ_CP007742.1_881 NZ_CP007742.1_23 NZ_CP007742.1_395 NZ_CP007742.1_562 NZ_CP007742.1_593 NZ_CP007743.1_528 NZ_CP007743.1_1241 NZ_CP007743.1_1505 NZ_CP007743.1_798 
NZ_CP007742.1_215 NZ_CP007743.1_618 NZ_CP007743.1_806 NZ_CP007743.1_776 NZ_CP007742.1_1041 NZ_CP007742.1_128 NZ_CP007742.1_29 NZ_CP007742.1_701 NZ_CP007742.1_771 NZ_CP007742.1_878 NZ_CP007742.1_975 NZ_CP007742.1_994 NZ_CP007743.1_106 NZ_CP007743.1_117 NZ_CP007743.1_189 NZ_CP007743.1_1956 NZ_CP007743.1_384 NZ_CP007743.1_438 NZ_CP007743.1_467 NZ_CP007743.1_484 NZ_CP007743.1_564 NZ_CP007743.1_649 NZ_CP007743.1_66 NZ_CP007743.1_755 NZ_CP007743.1_803 NZ_CP007743.1_812 NZ_CP007743.1_808 NZ_CP007743.1_1799 NZ_CP007743.1_1203 NZ_CP007743.1_811 
NZ_CP007742.1_968 NZ_CP007743.1_815 NZ_CP007742.1_1040 NZ_CP007742.1_129 NZ_CP007742.1_30 NZ_CP007742.1_702 NZ_CP007742.1_772 NZ_CP007742.1_877 NZ_CP007742.1_974 NZ_CP007742.1_993 NZ_CP007743.1_105 NZ_CP007743.1_1089 NZ_CP007743.1_116 NZ_CP007743.1_1204 NZ_CP007743.1_1800 NZ_CP007743.1_188 NZ_CP007743.1_1955 NZ_CP007743.1_385 NZ_CP007743.1_439 NZ_CP007743.1_466 NZ_CP007743.1_563 NZ_CP007743.1_648 NZ_CP007743.1_67 NZ_CP007743.1_754 NZ_CP007743.1_775 NZ_CP007743.1_802 NZ_CP007743.1_809 NZ_CP007743.1_813 NZ_CP007743.1_823 NZ_CP007743.1_485 
NZ_CP007743.1_1835 NZ_CP007743.1_1523 NZ_CP007743.1_1344 NZ_CP007743.1_642 NZ_CP007743.1_914 NZ_CP007743.1_45 NZ_CP007743.1_1220 NZ_CP007742.1_22 NZ_CP007743.1_1834 NZ_CP007743.1_1694 NZ_CP007742.1_356 NZ_CP007743.1_1824 NZ_CP007742.1_1067 NZ_CP007743.1_890 NZ_CP007743.1_1465 NZ_CP007743.1_1469 NZ_CP007742.1_543 NZ_CP007742.1_338 NZ_CP007742.1_577 NZ_CP007742.1_766 NZ_CP007743.1_245 NZ_CP007742.1_339 NZ_CP007743.1_879 NZ_CP007743.1_1103 NZ_CP007742.1_122 NZ_CP007743.1_627 NZ_CP007742.1_795 
NZ_CP007742.1_646 NZ_CP007743.1_1141 NZ_CP007742.1_410 NZ_CP007743.1_1463 NZ_CP007743.1_1648 NZ_CP007742.1_542 NZ_CP007742.1_400 NZ_CP007743.1_788 NZ_CP007743.1_1816 NZ_CP007742.1_861 NZ_CP007743.1_958 NZ_CP007742.1_490 NZ_CP007742.1_19 NZ_CP007743.1_1136 NZ_CP007742.1_504 NZ_CP007742.1_417 
NZ_CP007742.1_779 NZ_CP007742.1_47 NZ_CP007742.1_648 NZ_CP007742.1_747 NZ_CP007743.1_281 NZ_CP007743.1_1647 NZ_CP007742.1_208 NZ_CP007743.1_63 NZ_CP007742.1_603 NZ_CP007743.1_972 NZ_CP007742.1_828 NZ_CP007743.1_1937 NZ_CP007742.1_279 NZ_CP007743.1_1274 NZ_CP007742.1_1071 
NZ_CP007743.1_1416 NZ_CP007742.1_1044 NZ_CP007743.1_1918 NZ_CP007743.1_723 NZ_CP007743.1_1851 NZ_CP007743.1_731 NZ_CP007743.1_1369 NZ_CP007742.1_431 NZ_CP007743.1_1499 NZ_CP007742.1_157 NZ_CP007742.1_327 NZ_CP007743.1_1202 NZ_CP007742.1_917 
NZ_CP007743.1_1109 NZ_CP007743.1_1227 NZ_CP007743.1_1228 NZ_CP007742.1_738 NZ_CP007742.1_1006 NZ_CP007742.1_792 NZ_CP007742.1_85 NZ_CP007743.1_1844 NZ_CP007742.1_464 NZ_CP007742.1_67 NZ_CP007743.1_53 NZ_CP007742.1_285 
NZ_CP007743.1_1321 NZ_CP007742.1_990 NZ_CP007743.1_1863 NZ_CP007742.1_476 NZ_CP007742.1_10 NZ_CP007742.1_743 NZ_CP007742.1_546 NZ_CP007742.1_486 NZ_CP007742.1_470 NZ_CP007742.1_758 
NZ_CP007743.1_1320 NZ_CP007742.1_471 NZ_CP007743.1_1862 NZ_CP007742.1_757 NZ_CP007742.1_485 NZ_CP007742.1_9 NZ_CP007742.1_545 NZ_CP007742.1_477 NZ_CP007742.1_742 NZ_CP007742.1_989 
NZ_CP007742.1_814 NZ_CP007743.1_488 NZ_CP007743.1_1784 NZ_CP007743.1_1934 NZ_CP007742.1_633 NZ_CP007743.1_1873 NZ_CP007742.1_770 NZ_CP007742.1_605 NZ_CP007742.1_653 NZ_CP007742.1_900 
NZ_CP007742.1_748 NZ_CP007743.1_921 NZ_CP007743.1_282 NZ_CP007742.1_746 NZ_CP007743.1_65 NZ_CP007742.1_167 NZ_CP007743.1_1311 NZ_CP007742.1_480 NZ_CP007742.1_1069 
NZ_CP007742.1_419 NZ_CP007742.1_123 NZ_CP007742.1_620 NZ_CP007743.1_1822 NZ_CP007743.1_796 NZ_CP007742.1_564 NZ_CP007743.1_43 NZ_CP007742.1_691 
NZ_CP007742.1_16 NZ_CP007743.1_1208 NZ_CP007743.1_1140 NZ_CP007743.1_503 NZ_CP007743.1_1729 NZ_CP007743.1_306 NZ_CP007742.1_956 NZ_CP007742.1_27 
NZ_CP007743.1_1750 NZ_CP007743.1_893 NZ_CP007743.1_1896 NZ_CP007743.1_1897 NZ_CP007742.1_511 NZ_CP007743.1_1137 NZ_CP007743.1_367 
NZ_CP007742.1_491 NZ_CP007742.1_473 NZ_CP007742.1_151 NZ_CP007743.1_1747 NZ_CP007742.1_541 NZ_CP007743.1_1537 NZ_CP007742.1_31 
NZ_CP007742.1_379 NZ_CP007742.1_26 NZ_CP007743.1_1689 NZ_CP007743.1_1691 NZ_CP007743.1_1316 NZ_CP007742.1_18 
NZ_CP007743.1_793 NZ_CP007743.1_40 NZ_CP007742.1_269 NZ_CP007742.1_826 NZ_CP007743.1_1460 NZ_CP007742.1_14 
NZ_CP007743.1_1147 NZ_CP007743.1_521 NZ_CP007742.1_176 NZ_CP007742.1_819 NZ_CP007743.1_1753 NZ_CP007742.1_324 
NZ_CP007743.1_1545 NZ_CP007743.1_493 NZ_CP007742.1_854 NZ_CP007742.1_902 NZ_CP007742.1_903 NZ_CP007743.1_408 
NZ_CP007742.1_63 NZ_CP007743.1_1025 NZ_CP007743.1_1041 NZ_CP007743.1_278 NZ_CP007742.1_730 
NZ_CP007743.1_787 NZ_CP007742.1_20 NZ_CP007743.1_1466 NZ_CP007743.1_1819 NZ_CP007742.1_596 
NZ_CP007743.1_1151 NZ_CP007742.1_405 NZ_CP007742.1_629 NZ_CP007742.1_1030 NZ_CP007743.1_1018 
NZ_CP007743.1_600 NZ_CP007743.1_1543 NZ_CP007742.1_853 NZ_CP007743.1_1544 NZ_CP007743.1_601 
NZ_CP007742.1_618 NZ_CP007742.1_125 NZ_CP007742.1_421 NZ_CP007743.1_1823 NZ_CP007742.1_692 
NZ_CP007743.1_1459 NZ_CP007743.1_790 NZ_CP007743.1_1138 NZ_CP007742.1_574 NZ_CP007742.1_88 
NZ_CP007742.1_209 NZ_CP007742.1_732 NZ_CP007742.1_346 NZ_CP007742.1_1058 NZ_CP007743.1_779 
NZ_CP007743.1_1315 NZ_CP007742.1_165 NZ_CP007743.1_1462 NZ_CP007743.1_1329 NZ_CP007743.1_922 
NZ_CP007743.1_1831 NZ_CP007742.1_1092 NZ_CP007743.1_1218 NZ_CP007743.1_1217 NZ_CP007743.1_641 
NZ_CP007742.1_202 NZ_CP007743.1_1282 NZ_CP007743.1_773 NZ_CP007743.1_233 NZ_CP007743.1_1200 
NZ_CP007742.1_665 NZ_CP007743.1_1780 NZ_CP007743.1_1976 NZ_CP007742.1_831 
NZ_CP007742.1_756 NZ_CP007743.1_1861 NZ_CP007742.1_8 NZ_CP007742.1_544 
NZ_CP007743.1_1776 NZ_CP007742.1_1064 NZ_CP007743.1_1336 NZ_CP007742.1_575 
NZ_CP007743.1_242 NZ_CP007743.1_1572 NZ_CP007742.1_1000 NZ_CP007743.1_355 
NZ_CP007743.1_240 NZ_CP007742.1_1002 NZ_CP007742.1_481 NZ_CP007742.1_336 
NZ_CP007742.1_489 NZ_CP007742.1_220 NZ_CP007743.1_283 NZ_CP007742.1_163 
NZ_CP007743.1_241 NZ_CP007742.1_1001 NZ_CP007742.1_335 NZ_CP007743.1_1568 
NZ_CP007743.1_1300 NZ_CP007742.1_303 NZ_CP007743.1_1981 NZ_CP007743.1_1652 
NZ_CP007743.1_1534 NZ_CP007743.1_556 NZ_CP007743.1_1014 NZ_CP007743.1_605 
NZ_CP007742.1_749 NZ_CP007742.1_898 NZ_CP007742.1_1068 NZ_CP007743.1_1700 
NZ_CP007742.1_389 NZ_CP007743.1_1110 NZ_CP007742.1_875 NZ_CP007742.1_793 
NZ_CP007743.1_1126 NZ_CP007743.1_1487 NZ_CP007742.1_372 
NZ_CP007743.1_1313 NZ_CP007743.1_182 NZ_CP007743.1_449 
NZ_CP007743.1_1666 NZ_CP007743.1_1735 NZ_CP007742.1_1066 
NZ_CP007743.1_1318 NZ_CP007742.1_951 NZ_CP007743.1_1319 
NZ_CP007742.1_263 NZ_CP007742.1_849 NZ_CP007743.1_308 
NZ_CP007743.1_2032 NZ_CP007743.1_724 NZ_CP007743.1_166 
NZ_CP007742.1_337 NZ_CP007742.1_1003 NZ_CP007743.1_239 
NZ_CP007743.1_1678 NZ_CP007743.1_1676 NZ_CP007742.1_250 
NZ_CP007742.1_291 NZ_CP007743.1_250 NZ_CP007743.1_252 
NZ_CP007743.1_223 NZ_CP007743.1_351 NZ_CP007743.1_1811 
NZ_CP007743.1_200 NZ_CP007743.1_296 NZ_CP007743.1_373 
NZ_CP007743.1_502 NZ_CP007743.1_877 NZ_CP007743.1_1343 
NZ_CP007742.1_343 NZ_CP007742.1_884 NZ_CP007742.1_597 
NZ_CP007742.1_262 NZ_CP007743.1_307 NZ_CP007742.1_1046 
NZ_CP007742.1_451 NZ_CP007742.1_570 NZ_CP007743.1_72 
NZ_CP007742.1_68 NZ_CP007743.1_1843 NZ_CP007742.1_463 
NZ_CP007742.1_638 NZ_CP007742.1_639 NZ_CP007743.1_1786 
NZ_CP007742.1_344 NZ_CP007742.1_598 NZ_CP007742.1_885 
NZ_CP007743.1_1684 NZ_CP007742.1_25 NZ_CP007742.1_378 
NZ_CP007742.1_492 NZ_CP007742.1_454 NZ_CP007743.1_807 
NZ_CP007742.1_801 NZ_CP007743.1_1867 NZ_CP007743.1_1124 
NZ_CP007742.1_412 NZ_CP007743.1_1102 NZ_CP007743.1_1271 
NZ_CP007743.1_1437 NZ_CP007742.1_21 NZ_CP007742.1_334 
NZ_CP007742.1_1010 NZ_CP007742.1_641 NZ_CP007742.1_392 
NZ_CP007743.1_1145 NZ_CP007743.1_1004 NZ_CP007743.1_982 
NZ_CP007743.1_1286 NZ_CP007743.1_1926 NZ_CP007743.1_608 
NZ_CP007743.1_1377 NZ_CP007743.1_120 NZ_CP007742.1_529 
NZ_CP007742.1_1048 NZ_CP007742.1_783 NZ_CP007743.1_1680 
NZ_CP007742.1_940 NZ_CP007742.1_804 NZ_CP007743.1_1154 
NZ_CP007742.1_160 NZ_CP007743.1_1125 NZ_CP007743.1_1488 
NZ_CP007742.1_565 NZ_CP007742.1_791 NZ_CP007742.1_537 
NZ_CP007742.1_727 NZ_CP007742.1_728 NZ_CP007743.1_17 
NZ_CP007743.1_571 NZ_CP007743.1_1186 NZ_CP007743.1_260 
NZ_CP007743.1_1492 NZ_CP007742.1_213 
NZ_CP007742.1_1022 NZ_CP007743.1_537 
NZ_CP007743.1_269 NZ_CP007743.1_591 
NZ_CP007743.1_1621 NZ_CP007743.1_202 
NZ_CP007743.1_1595 NZ_CP007742.1_997 
NZ_CP007743.1_57 NZ_CP007743.1_462 
NZ_CP007743.1_1212 NZ_CP007742.1_936 
NZ_CP007742.1_578 NZ_CP007743.1_1127 
NZ_CP007743.1_1219 NZ_CP007743.1_751 
NZ_CP007743.1_1289 NZ_CP007743.1_870 
NZ_CP007743.1_1623 NZ_CP007743.1_662 
NZ_CP007742.1_24 NZ_CP007742.1_376 
NZ_CP007742.1_945 NZ_CP007742.1_642 
NZ_CP007743.1_1715 NZ_CP007743.1_1974 
NZ_CP007742.1_508 NZ_CP007742.1_399 
NZ_CP007743.1_29 NZ_CP007743.1_1047 
NZ_CP007743.1_1213 NZ_CP007743.1_421 
NZ_CP007743.1_401 NZ_CP007743.1_584 
NZ_CP007743.1_1312 NZ_CP007743.1_183 
NZ_CP007742.1_987 NZ_CP007742.1_988 
NZ_CP007743.1_1653 NZ_CP007743.1_1559 
NZ_CP007742.1_164 NZ_CP007743.1_1531 
NZ_CP007743.1_1143 NZ_CP007742.1_686 
NZ_CP007743.1_655 NZ_CP007743.1_1332 
NZ_CP007743.1_1163 NZ_CP007743.1_82 
NZ_CP007743.1_1540 NZ_CP007742.1_193 
NZ_CP007742.1_52 NZ_CP007743.1_804 
NZ_CP007742.1_1045 NZ_CP007743.1_1917 
NZ_CP007742.1_53 NZ_CP007743.1_801 
NZ_CP007743.1_184 NZ_CP007743.1_1840 
NZ_CP007743.1_362 NZ_CP007742.1_806 
NZ_CP007743.1_1361 NZ_CP007743.1_1560 
NZ_CP007743.1_1663 NZ_CP007742.1_43 
NZ_CP007742.1_371 NZ_CP007743.1_686 
NZ_CP007743.1_762 NZ_CP007742.1_278 
NZ_CP007743.1_1480 NZ_CP007743.1_1358 
NZ_CP007742.1_775 NZ_CP007742.1_649 
NZ_CP007743.1_1001 NZ_CP007742.1_1028 
NZ_CP007743.1_1101 NZ_CP007743.1_1107 
NZ_CP007743.1_1517 NZ_CP007742.1_277 
NZ_CP007743.1_519 NZ_CP007743.1_2025 
NZ_CP007743.1_716 NZ_CP007743.1_1726 
NZ_CP007742.1_954 NZ_CP007743.1_1592 
NZ_CP007742.1_62 NZ_CP007743.1_1026 
NZ_CP007743.1_102 NZ_CP007743.1_1938 
NZ_CP007742.1_588 NZ_CP007742.1_134 
NZ_CP007743.1_125 NZ_CP007743.1_138 
NZ_CP007742.1_552 NZ_CP007743.1_920 
NZ_CP007743.1_249 NZ_CP007742.1_328 
NZ_CP007743.1_275 NZ_CP007743.1_386 
NZ_CP007743.1_702 NZ_CP007743.1_1513 
NZ_CP007743.1_700 NZ_CP007743.1_699 
NZ_CP007743.1_816 NZ_CP007742.1_1096 
NZ_CP007743.1_957 NZ_CP007742.1_664 
NZ_CP007743.1_1618 NZ_CP007743.1_440 
NZ_CP007743.1_789 NZ_CP007742.1_243 
NZ_CP007743.1_1755 NZ_CP007743.1_483 
NZ_CP007742.1_465 NZ_CP007742.1_70 
NZ_CP007743.1_107 NZ_CP007743.1_1999 
NZ_CP007742.1_788 NZ_CP007743.1_38 
NZ_CP007743.1_1806 NZ_CP007743.1_366 
NZ_CP007743.1_603 NZ_CP007742.1_607 
NZ_CP007743.1_1229 NZ_CP007743.1_51 
NZ_CP007743.1_315 NZ_CP007743.1_1532 
NZ_CP007743.1_986 NZ_CP007743.1_1683 
NZ_CP007742.1_693 NZ_CP007742.1_683 
NZ_CP007743.1_932 NZ_CP007743.1_1696 
NZ_CP007743.1_1541 NZ_CP007743.1_560 
NZ_CP007743.1_302 NZ_CP007742.1_983 
NZ_CP007742.1_671 NZ_CP007742.1_218 
NZ_CP007743.1_1185 NZ_CP007743.1_936 
NZ_CP007742.1_1031 NZ_CP007743.1_572 
NZ_CP007743.1_1791 NZ_CP007743.1_1763 
NZ_CP007743.1_1574 NZ_CP007743.1_1476 
NZ_CP007743.1_291 NZ_CP007742.1_179 
NZ_CP007743.1_1705 NZ_CP007743.1_1807 
NZ_CP007742.1_937 NZ_CP007742.1_867 
NZ_CP007742.1_959 NZ_CP007742.1_362 
NZ_CP007742.1_325 NZ_CP007742.1_624 
NZ_CP007743.1_64 NZ_CP007743.1_410 
NZ_CP007742.1_1009 NZ_CP007742.1_453 
NZ_CP007742.1_1032 NZ_CP007743.1_1982 
NZ_CP007743.1_1054 NZ_CP007743.1_287 
NZ_CP007742.1_166 NZ_CP007742.1_484 
NZ_CP007742.1_634 NZ_CP007743.1_1773 
NZ_CP007743.1_482 NZ_CP007743.1_1501 
NZ_CP007742.1_595 NZ_CP007743.1_1340 
NZ_CP007742.1_1051 NZ_CP007742.1_383 
NZ_CP007743.1_1717 NZ_CP007742.1_807 
NZ_CP007743.1_1267 NZ_CP007743.1_1986 
NZ_CP007742.1_415 NZ_CP007743.1_509 
NZ_CP007743.1_446 NZ_CP007743.1_959 
NZ_CP007742.1_103 NZ_CP007743.1_1135 
NZ_CP007742.1_999 NZ_CP007743.1_863 
NZ_CP007743.1_1421 NZ_CP007743.1_1422 
NZ_CP007743.1_1557 NZ_CP007743.1_1921 
NZ_CP007742.1_682 NZ_CP007743.1_231 
NZ_CP007743.1_113 NZ_CP007743.1_1335 
NZ_CP007743.1_1146 NZ_CP007742.1_2 
NZ_CP007743.1_499 NZ_CP007743.1_378 
NZ_CP007742.1_174 NZ_CP007743.1_909 
NZ_CP007742.1_769 NZ_CP007743.1_1627 
NZ_CP007742.1_889 NZ_CP007742.1_888 
NZ_CP007742.1_907 NZ_CP007743.1_1435 
NZ_CP007742.1_108 NZ_CP007742.1_127 
NZ_CP007743.1_1626 NZ_CP007743.1_1629 
NZ_CP007743.1_849 NZ_CP007742.1_586 
NZ_CP007743.1_1056 NZ_CP007743.1_285 
NZ_CP007743.1_169 NZ_CP007743.1_1767 
NZ_CP007742.1_459 NZ_CP007742.1_240 
NZ_CP007742.1_754 NZ_CP007743.1_1651 
NZ_CP007743.1_1828 NZ_CP007743.1_1826 
NZ_CP007742.1_1063 NZ_CP007742.1_524 
NZ_CP007743.1_26 NZ_CP007743.1_1044 
NZ_CP007743.1_1066 NZ_CP007743.1_1438 
NZ_CP007743.1_872 NZ_CP007742.1_952 
NZ_CP007743.1_1292 NZ_CP007742.1_212 
NZ_CP007743.1_832 NZ_CP007743.1_1746 
NZ_CP007743.1_272 NZ_CP007743.1_273 
NZ_CP007742.1_214 NZ_CP007742.1_185 
NZ_CP007742.1_980 NZ_CP007742.1_978 
NZ_CP007743.1_1245 NZ_CP007743.1_1808 
NZ_CP007743.1_284 NZ_CP007743.1_1057 
NZ_CP007743.1_2016 NZ_CP007742.1_207 
NZ_CP007743.1_1881 NZ_CP007743.1_1891 
NZ_CP007743.1_1903 NZ_CP007743.1_1902 
NZ_CP007743.1_1790 NZ_CP007743.1_1764 
NZ_CP007743.1_30 NZ_CP007743.1_1048 
NZ_CP007742.1_321 NZ_CP007743.1_1177 
NZ_CP007742.1_922 NZ_CP007743.1_864 
NZ_CP007743.1_960 NZ_CP007743.1_1341 
NZ_CP007742.1_1037 NZ_CP007743.1_1872 
NZ_CP007742.1_506 NZ_CP007743.1_1533 
NZ_CP007743.1_557 NZ_CP007743.1_1731 
NZ_CP007743.1_110 NZ_CP007743.1_1277 
NZ_CP007743.1_424 NZ_CP007742.1_135 
NZ_CP007742.1_556 NZ_CP007743.1_1278 
NZ_CP007743.1_288 NZ_CP007743.1_1052 
NZ_CP007742.1_156 NZ_CP007743.1_1820 
NZ_CP007743.1_193 NZ_CP007742.1_725 
NZ_CP007743.1_420 NZ_CP007743.1_480 
NZ_CP007743.1_1860 NZ_CP007742.1_1061 
NZ_CP007743.1_431 NZ_CP007743.1_569 
NZ_CP007743.1_1050 NZ_CP007743.1_31 
NZ_CP007743.1_1714 NZ_CP007743.1_607 
NZ_CP007743.1_500 NZ_CP007743.1_878 
NZ_CP007743.1_1940 NZ_CP007743.1_912 
NZ_CP007742.1_810 NZ_CP007743.1_458 
NZ_CP007742.1_423 
NZ_CP007743.1_1225 
NZ_CP007743.1_1659 
NZ_CP007742.1_319 
NZ_CP007743.1_343 
NZ_CP007743.1_1283 
NZ_CP007743.1_133 
NZ_CP007743.1_132 
NZ_CP007743.1_734 
NZ_CP007743.1_73 
NZ_CP007743.1_1153 
NZ_CP007743.1_324 
NZ_CP007742.1_91 
NZ_CP007743.1_2019 
NZ_CP007742.1_815 
NZ_CP007742.1_855 
NZ_CP007743.1_1406 
NZ_CP007743.1_1003 
NZ_CP007742.1_948 
NZ_CP007743.1_527 
NZ_CP007743.1_1943 
NZ_CP007743.1_1692 
NZ_CP007743.1_841 
NZ_CP007743.1_434 
NZ_CP007743.1_1265 
NZ_CP007743.1_1407 
NZ_CP007743.1_1846 
NZ_CP007743.1_1701 
NZ_CP007742.1_640 
NZ_CP007742.1_606 
NZ_CP007743.1_1567 
NZ_CP007743.1_1116 
NZ_CP007742.1_706 
NZ_CP007743.1_477 
NZ_CP007743.1_721 
NZ_CP007743.1_1214 
NZ_CP007743.1_261 
NZ_CP007742.1_187 
NZ_CP007743.1_856 
NZ_CP007743.1_1350 
NZ_CP007742.1_724 
NZ_CP007743.1_1883 
NZ_CP007743.1_1925 
NZ_CP007743.1_1195 
NZ_CP007742.1_813 
NZ_CP007743.1_34 
NZ_CP007743.1_443 
NZ_CP007742.1_90 
NZ_CP007743.1_1192 
NZ_CP007743.1_413 
NZ_CP007742.1_332 
NZ_CP007743.1_1242 
NZ_CP007743.1_838 
NZ_CP007742.1_924 
NZ_CP007743.1_171 
NZ_CP007743.1_718 
NZ_CP007743.1_1516 
NZ_CP007743.1_1550 
NZ_CP007743.1_1670 
NZ_CP007742.1_942 
NZ_CP007743.1_59 
NZ_CP007743.1_2013 
NZ_CP007743.1_328 
NZ_CP007743.1_61 
NZ_CP007742.1_720 
NZ_CP007743.1_1247 
NZ_CP007743.1_224 
NZ_CP007743.1_1410 
NZ_CP007742.1_307 
NZ_CP007743.1_441 
NZ_CP007743.1_1206 
NZ_CP007743.1_259 
NZ_CP007743.1_1387 
NZ_CP007743.1_658 
NZ_CP007743.1_1262 
NZ_CP007742.1_35 
NZ_CP007743.1_974 
NZ_CP007742.1_923 
NZ_CP007743.1_719 
NZ_CP007743.1_216 
NZ_CP007743.1_928 
NZ_CP007743.1_349 
NZ_CP007742.1_636 
NZ_CP007742.1_650 
NZ_CP007743.1_251 
NZ_CP007742.1_479 
NZ_CP007743.1_1617 
NZ_CP007743.1_967 
NZ_CP007743.1_516 
NZ_CP007743.1_690 
NZ_CP007743.1_596 
NZ_CP007743.1_1673 
NZ_CP007742.1_817 
NZ_CP007742.1_750 
NZ_CP007742.1_77 
NZ_CP007742.1_154 
NZ_CP007743.1_1874 
NZ_CP007742.1_1099 
NZ_CP007742.1_913 
NZ_CP007743.1_2006 
NZ_CP007743.1_577 
NZ_CP007743.1_1346 
NZ_CP007743.1_181 
NZ_CP007743.1_635 
NZ_CP007742.1_946 
NZ_CP007743.1_1086 
NZ_CP007742.1_440 
NZ_CP007743.1_616 
NZ_CP007743.1_720 
NZ_CP007743.1_768 
NZ_CP007743.1_696 
NZ_CP007742.1_784 
NZ_CP007743.1_137 
NZ_CP007743.1_1827 
NZ_CP007743.1_542 
NZ_CP007743.1_1444 
NZ_CP007743.1_1882 
NZ_CP007743.1_643 
NZ_CP007742.1_674 
NZ_CP007743.1_179 
NZ_CP007743.1_1950 
NZ_CP007742.1_557 
NZ_CP007743.1_1951 
NZ_CP007743.1_1739 
NZ_CP007743.1_726 
NZ_CP007743.1_1310 
NZ_CP007742.1_381 
NZ_CP007743.1_1810 
NZ_CP007742.1_290 
NZ_CP007743.1_297 
NZ_CP007742.1_973 
NZ_CP007743.1_1787 
NZ_CP007743.1_4 
NZ_CP007742.1_117 
NZ_CP007743.1_1845 
NZ_CP007743.1_1771 
NZ_CP007743.1_899 
NZ_CP007743.1_1628 
NZ_CP007742.1_115 
NZ_CP007743.1_1385 
NZ_CP007743.1_1484 
NZ_CP007743.1_1447 
NZ_CP007743.1_1472 
NZ_CP007742.1_139 
NZ_CP007742.1_703 
NZ_CP007743.1_1022 
NZ_CP007743.1_230 
NZ_CP007743.1_652 
NZ_CP007742.1_170 
NZ_CP007743.1_828 
NZ_CP007743.1_1942 
NZ_CP007743.1_931 
NZ_CP007742.1_292 
NZ_CP007743.1_36 
NZ_CP007743.1_1085 
NZ_CP007743.1_56 
NZ_CP007742.1_118 
NZ_CP007742.1_178 
NZ_CP007742.1_982 
NZ_CP007743.1_1588 
NZ_CP007743.1_613 
NZ_CP007743.1_1236 
NZ_CP007742.1_535 
NZ_CP007743.1_759 
NZ_CP007742.1_676 
NZ_CP007743.1_2008 
NZ_CP007742.1_763 
NZ_CP007742.1_822 
NZ_CP007743.1_1990 
NZ_CP007743.1_2036 
NZ_CP007742.1_520 
NZ_CP007743.1_1297 
NZ_CP007742.1_615 
NZ_CP007743.1_1415 
NZ_CP007742.1_880 
NZ_CP007743.1_848 
NZ_CP007743.1_593 
NZ_CP007742.1_55 
NZ_CP007743.1_108 
NZ_CP007743.1_1148 
NZ_CP007742.1_872 
NZ_CP007742.1_838 
NZ_CP007743.1_1058 
NZ_CP007743.1_1833 
NZ_CP007743.1_478 
NZ_CP007742.1_183 
NZ_CP007743.1_1028 
NZ_CP007742.1_1015 
NZ_CP007742.1_425 
NZ_CP007742.1_899 
NZ_CP007743.1_1876 
NZ_CP007742.1_276 
NZ_CP007743.1_1662 
NZ_CP007742.1_396 
NZ_CP007743.1_1304 
NZ_CP007743.1_2002 
NZ_CP007743.1_90 
NZ_CP007743.1_714 
NZ_CP007742.1_610 
NZ_CP007742.1_1014 
NZ_CP007742.1_460 
