NZ_CH672414.1_2848 NZ_CH672414.1_1719 NZ_CH672414.1_149 NZ_CH672414.1_2122 NZ_CH672414.1_189 NZ_CH672414.1_1264 NZ_CH672414.1_25 NZ_CH672414.1_638 NZ_CH672414.1_874 NZ_CH672414.1_1166 NZ_CH672414.1_109 NZ_CH672414.1_10 NZ_CH672414.1_1232 NZ_CH672414.1_1900 NZ_CH672414.1_310 NZ_CH672414.1_2148 NZ_CH672414.1_1231 NZ_CH672414.1_9 NZ_CH672414.1_1899 NZ_CH672414.1_2652 NZ_CH672414.1_2929 NZ_CH672414.1_1310 NZ_CH672414.1_2014 NZ_CH672414.1_2019 NZ_CH672414.1_137 NZ_CH672414.1_1324 NZ_CH672414.1_1317 NZ_CH672414.1_1877 NZ_CH672414.1_2615 NZ_CH672414.1_1245 NZ_CH672414.1_937 NZ_CH672414.1_1704 NZ_CH672414.1_2064 NZ_CH672414.1_448 NZ_CH672414.1_1345 NZ_CH672414.1_1459 NZ_CH672414.1_1567 NZ_CH672414.1_1299 NZ_CH672414.1_485 NZ_CH672414.1_2233 NZ_CH672414.1_2979 NZ_CH672414.1_1005 NZ_CH672414.1_1527 NZ_CH672414.1_1526 NZ_CH672414.1_2466 NZ_CH672414.1_276 NZ_CH672414.1_144 NZ_CH672414.1_1902 NZ_CH672414.1_150 NZ_CH672414.1_1764 NZ_CH672414.1_938 NZ_CH672414.1_1901 NZ_CH672414.1_2353 NZ_CH672414.1_1729 NZ_CH672414.1_1298 NZ_CH672414.1_336 NZ_CH672414.1_2787 NZ_CH672414.1_91 NZ_CH672414.1_1747 NZ_CH672414.1_2379 NZ_CH672414.1_1141 
NZ_CH672414.1_2488 NZ_CH672414.1_2558 NZ_CH672414.1_1588 NZ_CH672414.1_1167 NZ_CH672414.1_2656 NZ_CH672414.1_449 NZ_CH672414.1_2149 NZ_CH672414.1_911 NZ_CH672414.1_173 NZ_CH672414.1_727 NZ_CH672414.1_102 NZ_CH672414.1_1219 NZ_CH672414.1_1227 NZ_CH672414.1_2364 NZ_CH672414.1_743 NZ_CH672414.1_2413 NZ_CH672414.1_1114 NZ_CH672414.1_2442 NZ_CH672414.1_1228 NZ_CH672414.1_2664 NZ_CH672414.1_1034 NZ_CH672414.1_2841 NZ_CH672414.1_1606 
NZ_CH672414.1_1918 NZ_CH672414.1_554 NZ_CH672414.1_2945 NZ_CH672414.1_708 NZ_CH672414.1_148 NZ_CH672414.1_315 NZ_CH672414.1_2365 NZ_CH672414.1_2426 NZ_CH672414.1_725 NZ_CH672414.1_1992 NZ_CH672414.1_154 
NZ_CH672414.1_884 NZ_CH672414.1_2470 NZ_CH672414.1_2087 NZ_CH672414.1_2546 NZ_CH672414.1_1875 NZ_CH672414.1_1985 NZ_CH672414.1_1524 NZ_CH672414.1_2501 NZ_CH672414.1_1779 NZ_CH672414.1_423 
NZ_CH672414.1_1682 NZ_CH672414.1_1549 NZ_CH672414.1_2976 NZ_CH672414.1_2757 NZ_CH672414.1_1419 NZ_CH672414.1_481 NZ_CH672414.1_522 NZ_CH672414.1_1959 NZ_CH672414.1_1364 NZ_CH672414.1_1363 
NZ_CH672414.1_1798 NZ_CH672414.1_2760 NZ_CH672414.1_2542 NZ_CH672414.1_165 NZ_CH672414.1_507 NZ_CH672414.1_812 NZ_CH672414.1_1204 NZ_CH672414.1_178 NZ_CH672414.1_553 
NZ_CH672414.1_552 NZ_CH672414.1_1546 NZ_CH672414.1_176 NZ_CH672414.1_859 NZ_CH672414.1_1199 NZ_CH672414.1_2044 NZ_CH672414.1_578 NZ_CH672414.1_2414 
NZ_CH672414.1_1536 NZ_CH672414.1_719 NZ_CH672414.1_2808 NZ_CH672414.1_163 NZ_CH672414.1_567 NZ_CH672414.1_1869 NZ_CH672414.1_1554 NZ_CH672414.1_298 
NZ_CH672414.1_39 NZ_CH672414.1_53 NZ_CH672414.1_59 NZ_CH672414.1_73 NZ_CH672414.1_40 NZ_CH672414.1_54 NZ_CH672414.1_58 NZ_CH672414.1_72 
NZ_CH672414.1_171 NZ_CH672414.1_1995 NZ_CH672414.1_1560 NZ_CH672414.1_1260 NZ_CH672414.1_810 NZ_CH672414.1_16 NZ_CH672414.1_707 
NZ_CH672414.1_1594 NZ_CH672414.1_778 NZ_CH672414.1_12 NZ_CH672414.1_2260 NZ_CH672414.1_1234 NZ_CH672414.1_2368 NZ_CH672414.1_1897 
NZ_CH672414.1_2274 NZ_CH672414.1_2273 NZ_CH672414.1_1154 NZ_CH672414.1_1789 NZ_CH672414.1_2699 NZ_CH672414.1_2397 
NZ_CH672414.1_2259 NZ_CH672414.1_1593 NZ_CH672414.1_1233 NZ_CH672414.1_1898 NZ_CH672414.1_11 NZ_CH672414.1_2367 
NZ_CH672414.1_1267 NZ_CH672414.1_872 NZ_CH672414.1_24 NZ_CH672414.1_23 NZ_CH672414.1_873 NZ_CH672414.1_190 
NZ_CH672414.1_1788 NZ_CH672414.1_2809 NZ_CH672414.1_1708 NZ_CH672414.1_1558 NZ_CH672414.1_1882 
NZ_CH672414.1_1990 NZ_CH672414.1_2874 NZ_CH672414.1_2626 NZ_CH672414.1_356 NZ_CH672414.1_1743 
NZ_CH672414.1_357 NZ_CH672414.1_183 NZ_CH672414.1_537 NZ_CH672414.1_2966 NZ_CH672414.1_1861 
NZ_CH672414.1_2875 NZ_CH672414.1_1965 NZ_CH672414.1_1963 NZ_CH672414.1_900 
NZ_CH672414.1_796 NZ_CH672414.1_1067 NZ_CH672414.1_2902 NZ_CH672414.1_902 
NZ_CH672414.1_1552 NZ_CH672414.1_1065 NZ_CH672414.1_2072 NZ_CH672414.1_2683 
NZ_CH672414.1_291 NZ_CH672414.1_2622 NZ_CH672414.1_15 NZ_CH672414.1_2520 
NZ_CH672414.1_56 NZ_CH672414.1_49 NZ_CH672414.1_63 NZ_CH672414.1_76 
NZ_CH672414.1_110 NZ_CH672414.1_1909 NZ_CH672414.1_1157 NZ_CH672414.1_210 
NZ_CH672414.1_1800 NZ_CH672414.1_2663 NZ_CH672414.1_90 NZ_CH672414.1_1969 
NZ_CH672414.1_1331 NZ_CH672414.1_1693 NZ_CH672414.1_450 NZ_CH672414.1_394 
NZ_CH672414.1_558 NZ_CH672414.1_560 NZ_CH672414.1_1313 NZ_CH672414.1_2651 
NZ_CH672414.1_38 NZ_CH672414.1_52 NZ_CH672414.1_60 NZ_CH672414.1_74 
NZ_CH672414.1_2242 NZ_CH672414.1_301 NZ_CH672414.1_2410 NZ_CH672414.1_2973 
NZ_CH672414.1_715 NZ_CH672414.1_160 NZ_CH672414.1_714 NZ_CH672414.1_159 
NZ_CH672414.1_41 NZ_CH672414.1_71 NZ_CH672414.1_55 NZ_CH672414.1_57 
NZ_CH672414.1_1160 NZ_CH672414.1_2117 NZ_CH672414.1_374 
NZ_CH672414.1_4 NZ_CH672414.1_1775 NZ_CH672414.1_1668 
NZ_CH672414.1_1011 NZ_CH672414.1_1172 NZ_CH672414.1_2901 
NZ_CH672414.1_324 NZ_CH672414.1_1201 NZ_CH672414.1_419 
NZ_CH672414.1_2258 NZ_CH672414.1_1592 NZ_CH672414.1_2366 
NZ_CH672414.1_2474 NZ_CH672414.1_1883 NZ_CH672414.1_1280 
NZ_CH672414.1_1538 NZ_CH672414.1_1913 NZ_CH672414.1_22 
NZ_CH672414.1_946 NZ_CH672414.1_948 NZ_CH672414.1_669 
NZ_CH672414.1_580 NZ_CH672414.1_1731 NZ_CH672414.1_890 
NZ_CH672414.1_1993 NZ_CH672414.1_1465 NZ_CH672414.1_1463 
NZ_CH672414.1_1437 NZ_CH672414.1_412 NZ_CH672414.1_1987 
NZ_CH672414.1_1112 NZ_CH672414.1_216 NZ_CH672414.1_766 
NZ_CH672414.1_2119 NZ_CH672414.1_372 NZ_CH672414.1_1162 
NZ_CH672414.1_729 NZ_CH672414.1_2691 NZ_CH672414.1_459 
NZ_CH672414.1_1908 NZ_CH672414.1_2965 NZ_CH672414.1_1362 
NZ_CH672414.1_1603 NZ_CH672414.1_1843 NZ_CH672414.1_2086 
NZ_CH672414.1_257 NZ_CH672414.1_2625 NZ_CH672414.1_1075 
NZ_CH672414.1_169 NZ_CH672414.1_1262 NZ_CH672414.1_2669 
NZ_CH672414.1_2957 NZ_CH672414.1_2113 NZ_CH672414.1_451 
NZ_CH672414.1_893 NZ_CH672414.1_1911 NZ_CH672414.1_2730 
NZ_CH672414.1_2668 NZ_CH672414.1_2084 NZ_CH672414.1_2383 
NZ_CH672414.1_2525 NZ_CH672414.1_1557 NZ_CH672414.1_299 
NZ_CH672414.1_2899 NZ_CH672414.1_2091 NZ_CH672414.1_1831 
NZ_CH672414.1_139 NZ_CH672414.1_1570 NZ_CH672414.1_141 
NZ_CH672414.1_2063 NZ_CH672414.1_136 NZ_CH672414.1_2062 
NZ_CH672414.1_180 NZ_CH672414.1_158 NZ_CH672414.1_713 
NZ_CH672414.1_2642 NZ_CH672414.1_1745 NZ_CH672414.1_551 
NZ_CH672414.1_602 NZ_CH672414.1_2797 NZ_CH672414.1_2573 
NZ_CH672414.1_2468 NZ_CH672414.1_186 NZ_CH672414.1_1460 
NZ_CH672414.1_1695 NZ_CH672414.1_455 NZ_CH672414.1_1705 
NZ_CH672414.1_287 NZ_CH672414.1_655 NZ_CH672414.1_1352 
NZ_CH672414.1_1923 NZ_CH672414.1_1327 NZ_CH672414.1_1777 
NZ_CH672414.1_717 NZ_CH672414.1_209 NZ_CH672414.1_157 
NZ_CH672414.1_2610 NZ_CH672414.1_272 NZ_CH672414.1_1205 
NZ_CH672414.1_1563 NZ_CH672414.1_28 NZ_CH672414.1_1359 
NZ_CH672414.1_876 NZ_CH672414.1_2462 NZ_CH672414.1_2487 
NZ_CH672414.1_992 NZ_CH672414.1_963 NZ_CH672414.1_125 
NZ_CH672414.1_1286 NZ_CH672414.1_238 NZ_CH672414.1_1550 
NZ_CH672414.1_1928 NZ_CH672414.1_1926 NZ_CH672414.1_1927 
NZ_CH672414.1_512 NZ_CH672414.1_1377 NZ_CH672414.1_738 
NZ_CH672414.1_129 NZ_CH672414.1_70 NZ_CH672414.1_42 
NZ_CH672414.1_1161 NZ_CH672414.1_2118 NZ_CH672414.1_373 
NZ_CH672414.1_1476 NZ_CH672414.1_1727 NZ_CH672414.1_1726 
NZ_CH672414.1_1755 NZ_CH672414.1_2021 
NZ_CH672414.1_761 NZ_CH672414.1_1178 
NZ_CH672414.1_892 NZ_CH672414.1_2559 
NZ_CH672414.1_1893 NZ_CH672414.1_1571 
NZ_CH672414.1_2037 NZ_CH672414.1_340 
NZ_CH672414.1_513 NZ_CH672414.1_2968 
NZ_CH672414.1_1811 NZ_CH672414.1_2284 
NZ_CH672414.1_798 NZ_CH672414.1_1769 
NZ_CH672414.1_737 NZ_CH672414.1_1378 
NZ_CH672414.1_326 NZ_CH672414.1_2837 
NZ_CH672414.1_95 NZ_CH672414.1_1229 
NZ_CH672414.1_2749 NZ_CH672414.1_583 
NZ_CH672414.1_1868 NZ_CH672414.1_802 
NZ_CH672414.1_822 NZ_CH672414.1_2679 
NZ_CH672414.1_2073 NZ_CH672414.1_1813 
NZ_CH672414.1_2396 NZ_CH672414.1_2083 
NZ_CH672414.1_1595 NZ_CH672414.1_910 
NZ_CH672414.1_130 NZ_CH672414.1_69 
NZ_CH672414.1_925 NZ_CH672414.1_922 
NZ_CH672414.1_1697 NZ_CH672414.1_453 
NZ_CH672414.1_2137 NZ_CH672414.1_2105 
NZ_CH672414.1_1035 NZ_CH672414.1_1725 
NZ_CH672414.1_30 NZ_CH672414.1_1393 
NZ_CH672414.1_700 NZ_CH672414.1_1339 
NZ_CH672414.1_803 NZ_CH672414.1_1867 
NZ_CH672414.1_2237 NZ_CH672414.1_2927 
NZ_CH672414.1_408 NZ_CH672414.1_1187 
NZ_CH672414.1_1545 NZ_CH672414.1_1803 
NZ_CH672414.1_316 NZ_CH672414.1_2000 
NZ_CH672414.1_610 NZ_CH672414.1_1737 
NZ_CH672414.1_2245 NZ_CH672414.1_254 
NZ_CH672414.1_1235 NZ_CH672414.1_2369 
NZ_CH672414.1_1217 NZ_CH672414.1_1958 
NZ_CH672414.1_1202 NZ_CH672414.1_321 
NZ_CH672414.1_273 NZ_CH672414.1_959 
NZ_CH672414.1_2910 NZ_CH672414.1_409 
NZ_CH672414.1_1019 NZ_CH672414.1_2737 
NZ_CH672414.1_2065 NZ_CH672414.1_20 
NZ_CH672414.1_1772 NZ_CH672414.1_118 
NZ_CH672414.1_2098 NZ_CH672414.1_2070 
NZ_CH672414.1_2114 NZ_CH672414.1_1448 
NZ_CH672414.1_1583 NZ_CH672414.1_1614 
NZ_CH672414.1_2894 NZ_CH672414.1_806 
NZ_CH672414.1_1672 NZ_CH672414.1_2060 
NZ_CH672414.1_549 NZ_CH672414.1_2815 
NZ_CH672414.1_521 NZ_CH672414.1_614 
NZ_CH672414.1_986 NZ_CH672414.1_2156 
NZ_CH672414.1_1092 NZ_CH672414.1_2817 
NZ_CH672414.1_2103 NZ_CH672414.1_2136 
NZ_CH672414.1_222 NZ_CH672414.1_2360 
NZ_CH672414.1_1814 NZ_CH672414.1_1466 
NZ_CH672414.1_768 NZ_CH672414.1_225 
NZ_CH672414.1_1817 NZ_CH672414.1_2115 
NZ_CH672414.1_2457 NZ_CH672414.1_629 
NZ_CH672414.1_1348 NZ_CH672414.1_84 
NZ_CH672414.1_2519 NZ_CH672414.1_1361 
NZ_CH672414.1_2109 NZ_CH672414.1_2141 
NZ_CH672414.1_1535 NZ_CH672414.1_1914 
NZ_CH672414.1_534 NZ_CH672414.1_2337 
NZ_CH672414.1_2128 NZ_CH672414.1_1924 
NZ_CH672414.1_1305 NZ_CH672414.1_1295 
NZ_CH672414.1_1329 NZ_CH672414.1_813 
NZ_CH672414.1_2561 NZ_CH672414.1_2577 
NZ_CH672414.1_1405 NZ_CH672414.1_1742 
NZ_CH672414.1_162 NZ_CH672414.1_718 
NZ_CH672414.1_1943 NZ_CH672414.1_464 
NZ_CH672414.1_1212 NZ_CH672414.1_1031 
NZ_CH672414.1_245 NZ_CH672414.1_1422 
NZ_CH672414.1_2198 NZ_CH672414.1_2199 
NZ_CH672414.1_1568 NZ_CH672414.1_277 
NZ_CH672414.1_540 NZ_CH672414.1_1028 
NZ_CH672414.1_2743 NZ_CH672414.1_206 
NZ_CH672414.1_456 NZ_CH672414.1_444 
NZ_CH672414.1_2847 NZ_CH672414.1_1720 
NZ_CH672414.1_1752 NZ_CH672414.1_1416 
NZ_CH672414.1_484 NZ_CH672414.1_447 
NZ_CH672414.1_2101 NZ_CH672414.1_2133 
NZ_CH672414.1_709 NZ_CH672414.1_156 
NZ_CH672414.1_2239 NZ_CH672414.1_2238 
NZ_CH672414.1_739 NZ_CH672414.1_744 
NZ_CH672414.1_1134 NZ_CH672414.1_1689 
NZ_CH672414.1_2386 NZ_CH672414.1_2328 
NZ_CH672414.1_934 NZ_CH672414.1_181 
NZ_CH672414.1_2845 NZ_CH672414.1_1721 
NZ_CH672414.1_2791 NZ_CH672414.1_2824 
NZ_CH672414.1_2394 NZ_CH672414.1_2393 
NZ_CH672414.1_1857 NZ_CH672414.1_769 
NZ_CH672414.1_2972 NZ_CH672414.1_811 
NZ_CH672414.1_1802 NZ_CH672414.1_795 
NZ_CH672414.1_508 NZ_CH672414.1_1057 
NZ_CH672414.1_555 NZ_CH672414.1_2912 
NZ_CH672414.1_393 NZ_CH672414.1_2867 
NZ_CH672414.1_989 NZ_CH672414.1_2240 
NZ_CH672414.1_2155 NZ_CH672414.1_2795 
NZ_CH672414.1_68 NZ_CH672414.1_131 
NZ_CH672414.1_1319 NZ_CH672414.1_1687 
NZ_CH672414.1_2710 NZ_CH672414.1_1156 
NZ_CH672414.1_147 NZ_CH672414.1_703 
NZ_CH672414.1_1541 NZ_CH672414.1_2800 
NZ_CH672414.1_805 NZ_CH672414.1_1304 
NZ_CH672414.1_1085 NZ_CH672414.1_1086 
NZ_CH672414.1_1461 NZ_CH672414.1_187 
NZ_CH672414.1_1462 NZ_CH672414.1_188 
NZ_CH672414.1_594 NZ_CH672414.1_215 
NZ_CH672414.1_1833 NZ_CH672414.1_2653 
NZ_CH672414.1_1997 NZ_CH672414.1_1978 
NZ_CH672414.1_994 NZ_CH672414.1_193 
NZ_CH672414.1_108 NZ_CH672414.1_1907 
NZ_CH672414.1_2716 NZ_CH672414.1_1054 
NZ_CH672414.1_1430 NZ_CH672414.1_1429 
NZ_CH672414.1_2262 NZ_CH672414.1_2634 
NZ_CH672414.1_192 NZ_CH672414.1_988 
NZ_CH672414.1_1876 NZ_CH672414.1_926 
NZ_CH672414.1_1765 NZ_CH672414.1_143 
NZ_CH672414.1_2203 NZ_CH672414.1_763 
NZ_CH672414.1_2074 NZ_CH672414.1_2602 
NZ_CH672414.1_1370 NZ_CH672414.1_204 
NZ_CH672414.1_1066 NZ_CH672414.1_100 
NZ_CH672414.1_1634 NZ_CH672414.1_1651 
NZ_CH672414.1_2427 NZ_CH672414.1_544 
NZ_CH672414.1_496 NZ_CH672414.1_2958 
NZ_CH672414.1_1628 NZ_CH672414.1_710 
NZ_CH672414.1_930 NZ_CH672414.1_1297 
NZ_CH672414.1_726 NZ_CH672414.1_724 
NZ_CH672414.1_1488 NZ_CH672414.1_2298 
NZ_CH672414.1_2895 NZ_CH672414.1_807 
NZ_CH672414.1_867 NZ_CH672414.1_1505 
NZ_CH672414.1_684 NZ_CH672414.1_2321 
NZ_CH672414.1_1556 NZ_CH672414.1_2692 
NZ_CH672414.1_1261 NZ_CH672414.1_170 
NZ_CH672414.1_1596 NZ_CH672414.1_2338 
NZ_CH672414.1_1291 NZ_CH672414.1_1294 
NZ_CH672414.1_1572 NZ_CH672414.1_1496 
NZ_CH672414.1_1794 NZ_CH672414.1_1795 
NZ_CH672414.1_1539 NZ_CH672414.1_1912 
NZ_CH672414.1_237 NZ_CH672414.1_236 
NZ_CH672414.1_2932 NZ_CH672414.1_1678 
NZ_CH672414.1_7 NZ_CH672414.1_2697 
NZ_CH672414.1_1871 NZ_CH672414.1_2263 
NZ_CH672414.1_2514 NZ_CH672414.1_2252 
NZ_CH672414.1_1293 NZ_CH672414.1_1290 
NZ_CH672414.1_2914 NZ_CH672414.1_1715 
NZ_CH672414.1_2702 NZ_CH672414.1_1125 
NZ_CH672414.1_1797 NZ_CH672414.1_1796 
NZ_CH672414.1_161 NZ_CH672414.1_716 
NZ_CH672414.1_971 NZ_CH672414.1_2131 
NZ_CH672414.1_526 NZ_CH672414.1_1053 
NZ_CH672414.1_1537 NZ_CH672414.1_1580 
NZ_CH672414.1_1506 NZ_CH672414.1_2836 
NZ_CH672414.1_1475 NZ_CH672414.1_1477 
NZ_CH672414.1_869 NZ_CH672414.1_1518 
NZ_CH672414.1_1442 NZ_CH672414.1_728 
NZ_CH672414.1_1043 NZ_CH672414.1_232 
NZ_CH672414.1_999 NZ_CH672414.1_463 
NZ_CH672414.1_962 NZ_CH672414.1_126 
NZ_CH672414.1_2107 NZ_CH672414.1_2139 
NZ_CH672414.1_2102 NZ_CH672414.1_2134 
NZ_CH672414.1_2417 NZ_CH672414.1_244 
NZ_CH672414.1_2108 NZ_CH672414.1_2140 
NZ_CH672414.1_2110 NZ_CH672414.1_2142 
NZ_CH672414.1_828 
NZ_CH672414.1_2212 
NZ_CH672414.1_833 
NZ_CH672414.1_2096 
NZ_CH672414.1_831 
NZ_CH672414.1_2206 
NZ_CH672414.1_2508 
NZ_CH672414.1_2572 
NZ_CH672414.1_2571 
NZ_CH672414.1_1095 
NZ_CH672414.1_2986 
NZ_CH672414.1_1523 
NZ_CH672414.1_1949 
NZ_CH672414.1_1152 
NZ_CH672414.1_598 
NZ_CH672414.1_1714 
NZ_CH672414.1_2327 
NZ_CH672414.1_2975 
NZ_CH672414.1_461 
NZ_CH672414.1_1944 
NZ_CH672414.1_906 
NZ_CH672414.1_1423 
NZ_CH672414.1_568 
NZ_CH672414.1_2777 
NZ_CH672414.1_2313 
NZ_CH672414.1_1850 
NZ_CH672414.1_545 
NZ_CH672414.1_1872 
NZ_CH672414.1_814 
NZ_CH672414.1_2805 
NZ_CH672414.1_2464 
NZ_CH672414.1_477 
NZ_CH672414.1_2818 
NZ_CH672414.1_2967 
NZ_CH672414.1_2314 
NZ_CH672414.1_2522 
NZ_CH672414.1_1859 
NZ_CH672414.1_733 
NZ_CH672414.1_550 
NZ_CH672414.1_114 
NZ_CH672414.1_2858 
NZ_CH672414.1_2931 
NZ_CH672414.1_832 
NZ_CH672414.1_1136 
NZ_CH672414.1_401 
NZ_CH672414.1_1069 
NZ_CH672414.1_2939 
NZ_CH672414.1_2249 
