KB911990.1_69 KB911976.1_5 KB911980.1_34 KB911851.1_29 KB911877.1_2 KB911950.1_123 KB911990.1_42 KB912023.1_40 KB911979.1_7 KB911862.1_23 KB911974.1_17 KB911977.1_11 KB912023.1_6 KB911978.1_18 KB911884.1_51 KB911978.1_21 KB912045.1_84 KB912012.1_15 KB911895.1_47 KB911838.1_182 KB911851.1_26 KB912012.1_25 KB911982.1_28 KB911879.1_1 KB911839.1_161 KB911838.1_236 KB911979.1_94 KB911839.1_73 KB911840.1_26 KB911862.1_64 KB911839.1_91 KB912033.1_3 KB912001.1_61 KB912023.1_70 KB911987.1_14 KB911862.1_33 KB911851.1_46 KB912023.1_71 KB911839.1_63 KB912001.1_28 KB911950.1_55 KB912023.1_61 KB911851.1_71 KB911917.1_13 KB911997.1_11 KB912011.1_3 KB912012.1_52 KB911838.1_198 KB911979.1_114 KB911918.1_2 KB912032.1_2 KB911858.1_1 KB912023.1_5 KB911843.1_2 KB912051.1_1 
KB911884.1_17 KB912001.1_57 KB912023.1_85 KB911973.1_24 KB911838.1_58 KB911999.1_8 KB911906.1_29 KB911838.1_171 KB911971.1_31 KB911851.1_36 KB911996.1_9 KB912023.1_28 KB911975.1_8 KB912001.1_91 KB912001.1_17 KB911974.1_14 KB911990.1_20 KB911884.1_56 KB912045.1_79 KB911851.1_37 KB911839.1_14 KB912010.1_5 KB912012.1_75 KB911839.1_65 KB911851.1_40 KB911839.1_76 KB911950.1_128 KB911862.1_43 KB911950.1_111 KB911971.1_37 KB912034.1_18 KB912034.1_70 KB912012.1_89 KB911979.1_73 KB911974.1_6 KB911992.1_13 KB912047.1_2 KB912015.1_3 KB911970.1_1 KB911945.1_1 KB911915.1_2 
KB912001.1_102 KB911862.1_28 KB911939.1_32 KB911862.1_2 KB912012.1_11 KB912023.1_41 KB911973.1_15 KB912034.1_68 KB911839.1_83 KB912034.1_76 KB912012.1_23 KB912034.1_23 KB911950.1_143 KB911851.1_30 KB911839.1_15 KB912012.1_72 KB911862.1_30 KB911839.1_100 KB911862.1_8 KB911950.1_134 KB911884.1_2 KB911838.1_136 KB911979.1_33 KB912023.1_25 KB911839.1_128 KB911971.1_35 KB911979.1_100 KB911951.1_6 KB911983.1_22 KB911839.1_81 KB911990.1_62 KB912001.1_93 KB912045.1_60 KB911839.1_132 KB911838.1_146 KB911980.1_22 KB911838.1_80 KB911839.1_59 KB911861.1_1 
KB912025.1_5 KB912034.1_92 KB912045.1_96 KB912045.1_97 KB912045.1_42 KB911979.1_31 KB911838.1_154 KB911862.1_37 KB912012.1_73 KB911873.1_4 KB912045.1_62 KB911844.1_2 KB911988.1_2 KB912018.1_3 KB911950.1_180 KB911873.1_40 KB911975.1_26 KB911979.1_4 KB912002.1_7 KB911979.1_125 KB911976.1_10 
KB911939.1_18 KB912012.1_9 KB912001.1_104 KB911990.1_31 KB911983.1_21 KB911990.1_23 KB912023.1_33 KB911839.1_17 KB911906.1_11 KB912023.1_2 KB911985.1_12 KB911975.1_14 KB912001.1_106 KB911838.1_166 KB911873.1_74 KB912054.1_4 KB911840.1_5 
KB911851.1_56 KB912045.1_91 KB911990.1_70 KB911980.1_18 KB911895.1_27 KB911950.1_94 KB911988.1_14 KB911851.1_72 KB911951.1_10 KB911979.1_71 KB911838.1_94 KB911979.1_15 KB911840.1_94 KB911950.1_13 KB911979.1_112 KB911929.1_1 
KB911971.1_38 KB911996.1_10 KB912023.1_84 KB911971.1_32 KB911999.1_9 KB911895.1_8 KB911839.1_75 KB911884.1_16 KB911862.1_44 KB911851.1_35 KB911974.1_13 KB911950.1_110 
KB911839.1_121 KB911851.1_44 KB911974.1_18 KB911906.1_40 KB912001.1_47 KB911839.1_30 KB911838.1_109 KB911950.1_166 KB912029.1_2 KB911850.1_1 KB912001.1_69 
KB911838.1_110 KB912029.1_3 KB911950.1_165 KB911839.1_31 KB912001.1_48 KB912023.1_21 KB911906.1_39 KB912001.1_70 KB911851.1_43 KB911839.1_122 KB911850.1_2 
KB911840.1_89 KB911839.1_79 KB911839.1_86 KB911979.1_89 KB912045.1_89 KB911884.1_38 KB912034.1_77 KB911862.1_26 KB911939.1_33 KB912048.1_1 
KB912001.1_55 KB911979.1_46 KB911839.1_131 KB911840.1_44 KB912034.1_10 KB912045.1_90 KB911950.1_135 KB911873.1_31 KB911976.1_30 
KB912001.1_79 KB911862.1_42 KB912001.1_5 KB912002.1_5 KB912038.1_1 KB911839.1_80 KB911838.1_19 KB911982.1_21 KB911884.1_1 
KB912023.1_49 KB911847.1_1 KB911975.1_5 KB912020.1_1 KB911839.1_85 KB911982.1_29 KB911851.1_67 KB912001.1_13 
KB912023.1_57 KB911838.1_68 KB911974.1_22 KB911978.1_25 KB911838.1_42 KB911838.1_40 KB911972.1_1 
KB911839.1_156 KB911950.1_153 KB912002.1_4 KB911939.1_23 KB911982.1_33 KB911862.1_58 
KB912010.1_3 KB911990.1_90 KB911983.1_10 KB911990.1_10 KB911997.1_5 KB911884.1_53 
KB912034.1_26 KB911950.1_184 KB912012.1_3 KB912032.1_8 KB911906.1_36 KB912012.1_2 
KB911973.1_5 KB911990.1_107 KB911838.1_122 KB911974.1_15 KB911924.1_1 
KB911983.1_2 KB912012.1_82 KB911838.1_102 KB912009.1_5 KB911917.1_20 
KB912045.1_56 KB911928.1_13 KB912023.1_36 KB911950.1_140 KB911928.1_14 
KB911895.1_21 KB911839.1_78 KB911839.1_92 KB912001.1_97 KB911845.1_3 
KB911990.1_91 KB911990.1_9 KB912010.1_2 KB912001.1_119 KB911884.1_54 
KB912001.1_66 KB911976.1_18 KB912045.1_57 KB911894.1_2 KB911846.1_1 
KB911854.1_4 KB911973.1_9 KB912045.1_20 KB911838.1_175 KB911838.1_104 
KB912001.1_16 KB911990.1_19 KB912034.1_86 KB912011.1_6 
KB911884.1_29 KB911838.1_207 KB911978.1_16 KB911990.1_83 
KB911851.1_39 KB911839.1_13 KB911932.1_1 KB911915.1_1 
KB912004.1_3 KB912012.1_99 KB912012.1_98 KB912004.1_4 
KB912003.1_5 KB911838.1_44 KB911838.1_43 KB911972.1_3 
KB912012.1_31 KB911986.1_22 KB912023.1_52 KB911840.1_20 
KB912023.1_35 KB911950.1_141 KB911928.1_12 KB912045.1_55 
KB911986.1_12 KB911838.1_134 KB911996.1_3 KB912001.1_95 
KB911951.1_9 KB911990.1_14 KB911975.1_25 KB911951.1_16 
KB912023.1_18 KB911975.1_11 KB911983.1_24 KB911971.1_27 
KB912023.1_92 KB911862.1_72 KB912007.1_1 KB912021.1_1 
KB911979.1_26 KB911839.1_136 KB911990.1_101 
KB911990.1_108 KB911838.1_123 KB911974.1_16 
KB912001.1_92 KB912001.1_56 KB911856.1_3 
KB911906.1_41 KB912001.1_20 KB911990.1_36 
KB911873.1_75 KB912045.1_47 KB912023.1_17 
KB912007.1_4 KB911851.1_20 KB912023.1_3 
KB911950.1_11 KB911928.1_37 KB911838.1_220 
KB912034.1_11 KB912034.1_12 KB912012.1_106 
KB911973.1_41 KB912030.1_1 KB911921.1_1 
KB911873.1_54 KB911950.1_86 KB911857.1_3 
KB911977.1_12 KB911939.1_41 KB911838.1_255 
KB912023.1_20 KB911838.1_39 KB912012.1_92 
KB911973.1_26 KB912045.1_30 KB911865.1_3 
KB911939.1_48 KB912012.1_67 KB911920.1_1 
KB911838.1_93 KB911928.1_19 KB911963.1_2 
KB911962.1_2 KB912014.1_4 KB911973.1_35 
KB911982.1_7 KB911998.1_6 KB911982.1_19 
KB911838.1_67 KB911862.1_20 KB912001.1_15 
KB911939.1_13 KB912001.1_82 KB911838.1_103 
KB911985.1_14 KB911917.1_50 KB911838.1_162 
KB911895.1_24 KB912024.1_6 KB911895.1_22 
KB911865.1_2 KB911973.1_27 KB912045.1_31 
KB911839.1_144 KB911839.1_145 KB911839.1_147 
KB911986.1_1 KB912007.1_9 KB912022.1_3 
KB911840.1_55 KB911917.1_62 
KB911906.1_16 KB911906.1_43 
KB912021.1_5 KB911997.1_1 
KB911979.1_8 KB911838.1_191 
KB912034.1_48 KB912039.1_1 
KB911838.1_46 KB911974.1_21 
KB911984.1_17 KB911838.1_181 
KB911979.1_5 KB911928.1_42 
KB912006.1_6 KB912023.1_89 
KB911838.1_184 KB911884.1_31 
KB911950.1_93 KB911862.1_15 
KB911979.1_54 KB911985.1_1 
KB911839.1_28 KB911862.1_31 
KB911839.1_41 KB912024.1_4 
KB911976.1_20 KB911898.1_1 
KB911950.1_193 KB912001.1_122 
KB911906.1_10 KB911906.1_14 
KB911950.1_25 KB911990.1_67 
KB911951.1_28 KB911998.1_5 
KB911971.1_34 KB911839.1_66 
KB911839.1_155 KB912012.1_74 
KB911974.1_12 KB912033.1_4 
KB911990.1_58 KB911873.1_28 
KB911979.1_74 KB912034.1_71 
KB912012.1_57 KB911978.1_14 
KB911895.1_25 KB911903.1_1 
KB911979.1_22 KB911985.1_21 
KB912018.1_4 KB911862.1_22 
KB912041.1_3 KB911950.1_170 
KB912001.1_33 KB911990.1_38 
KB912012.1_80 KB911871.1_2 
KB912004.1_2 KB912004.1_1 
KB911950.1_88 KB911971.1_4 
KB911978.1_13 KB912012.1_68 
KB911979.1_55 KB911838.1_206 
KB911990.1_15 KB911838.1_201 
KB912034.1_83 KB912034.1_93 
KB912006.1_1 KB912045.1_44 
KB911840.1_21 KB912011.1_4 
KB911873.1_29 KB911990.1_60 
KB911973.1_25 KB912045.1_75 
KB911981.1_28 KB911981.1_30 
KB911990.1_99 KB912023.1_27 
KB911990.1_61 KB911873.1_30 
KB911973.1_39 KB912005.1_12 
KB911950.1_98 KB911975.1_28 
KB911838.1_155 KB911838.1_156 
KB912025.1_3 KB912023.1_72 
KB912001.1_84 KB911838.1_246 
KB912002.1_6 KB911925.1_1 
KB911840.1_34 KB911849.1_3 
KB911928.1_20 KB911893.1_2 
KB911974.1_9 KB912023.1_55 
KB912023.1_73 KB912025.1_4 
KB911988.1_3 KB911988.1_4 
KB911839.1_95 KB912023.1_75 
KB911939.1_43 KB912019.1_6 
KB911906.1_27 KB911978.1_17 
KB912023.1_77 KB911985.1_8 
KB911873.1_20 KB911990.1_53 
KB912001.1_114 KB911890.1_1 
KB911979.1_29 KB911858.1_3 
KB911980.1_37 KB911950.1_95 
KB911926.1_1 KB911991.1_21 
KB911998.1_9 KB911972.1_35 
KB911989.1_5 KB911996.1_14 
KB912045.1_7 KB912045.1_43 
KB912001.1_45 KB911906.1_5 
KB911990.1_55 KB911873.1_24 
KB911972.1_17 KB912001.1_107 
KB911972.1_13 KB912045.1_5 
KB911884.1_50 KB911897.1_2 
KB912045.1_61 KB911873.1_3 
KB911936.1_1 KB911962.1_11 
KB911950.1_112 KB911838.1_72 
KB911895.1_55 KB911876.1_3 
KB912020.1_5 KB911978.1_3 
KB911989.1_14 KB912001.1_116 
KB911838.1_174 KB911950.1_6 
KB911972.1_22 KB911982.1_2 
KB911838.1_240 KB912001.1_109 
KB912028.1_7 KB911886.1_2 
KB912045.1_52 KB911950.1_142 
KB911838.1_148 KB911992.1_20 
KB912001.1_121 KB911950.1_194 
KB911972.1_26 KB911982.1_5 
KB911989.1_7 KB911996.1_12 
KB911895.1_18 KB911939.1_7 
KB911989.1_3 KB911996.1_16 
KB912023.1_9 KB911977.1_19 
KB911839.1_69 KB912034.1_73 
KB912001.1_37 KB911883.1_2 
KB911839.1_2 KB912001.1_8 
KB911839.1_129 KB911838.1_8 
KB911980.1_23 KB911990.1_89 
KB911928.1_36 KB911969.1_2 
KB911996.1_18 KB911989.1_1 
KB911873.1_82 KB912000.1_4 
KB911975.1_9 KB911939.1_34 
KB912046.1_3 KB912046.1_2 
KB912034.1_58 KB911928.1_25 
KB911950.1_147 KB911862.1_21 
KB911976.1_31 KB911973.1_32 
KB911895.1_43 KB911895.1_42 
KB911840.1_67 KB911838.1_250 
KB911873.1_67 KB911983.1_23 
KB912001.1_12 KB911951.1_29 
KB911859.1_2 KB911855.1_3 
KB911959.1_2 KB911954.1_2 
KB911917.1_8 KB911979.1_43 
KB911944.1_2 KB912005.1_9 
KB912045.1_45 KB911838.1_216 
KB911990.1_54 KB911873.1_25 
KB911990.1_51 KB911873.1_18 
KB911986.1_24 KB912012.1_5 
KB911967.1_1 KB911979.1_115 
KB912012.1_60 KB911976.1_7 
KB911992.1_8 KB911975.1_6 
KB911839.1_16 KB911840.1_76 
KB911873.1_46 KB911862.1_6 
KB911885.1_3 KB911991.1_3 
KB911990.1_56 KB911873.1_26 
KB911983.1_17 KB911838.1_239 
KB911851.1_22 KB911986.1_2 
KB911977.1_4 KB912045.1_92 
KB911989.1_4 KB911996.1_15 
KB912034.1_15 KB912003.1_9 
KB911989.1_2 KB911996.1_17 
KB911939.1_27 KB911979.1_106 
KB911862.1_70 KB911962.1_21 
KB911873.1_42 KB911873.1_69 
KB911949.1_1 KB911979.1_66 
KB911928.1_34 KB912033.1_2 
KB911986.1_25 KB912012.1_40 
KB911839.1_150 KB911839.1_148 
KB911917.1_4 KB911993.1_4 
KB911906.1_33 KB911839.1_49 
KB911990.1_57 KB911873.1_27 
KB911977.1_25 KB911851.1_2 
KB911944.1_1 KB912005.1_8 
KB911917.1_1 KB911993.1_1 
KB911917.1_5 KB911993.1_5 
KB911986.1_17 KB911994.1_22 
KB912012.1_36 KB911986.1_26 
KB912034.1_16 KB912003.1_8 
KB911840.1_14 KB911840.1_9 
KB911917.1_63 KB911839.1_134 
KB911994.1_14 KB911994.1_28 
KB911917.1_2 KB911993.1_2 
KB911917.1_3 KB911993.1_3 
KB911989.1_6 KB911996.1_13 
KB911989.1_13 
KB911987.1_3 
KB912012.1_55 
KB912034.1_78 
KB912023.1_69 
KB911839.1_88 
KB911895.1_37 
KB912034.1_32 
KB912013.1_2 
KB911974.1_1 
KB911979.1_116 
KB911839.1_70 
KB911906.1_30 
KB911972.1_2 
KB911979.1_1 
KB912023.1_56 
KB911895.1_29 
KB911895.1_45 
KB911979.1_98 
KB911862.1_61 
KB911884.1_14 
KB912012.1_16 
KB911906.1_17 
KB912022.1_2 
KB911976.1_15 
KB911950.1_22 
KB912023.1_60 
KB911973.1_42 
KB912001.1_86 
KB911895.1_5 
KB911928.1_26 
KB911851.1_54 
KB912004.1_5 
KB911838.1_99 
KB911950.1_21 
KB912034.1_44 
KB911987.1_16 
KB912003.1_1 
KB911906.1_1 
KB912023.1_88 
KB911950.1_69 
KB912034.1_14 
KB911906.1_34 
KB911917.1_44 
KB911838.1_101 
KB912017.1_3 
KB911838.1_57 
KB912001.1_14 
KB912001.1_32 
KB911851.1_45 
KB911978.1_20 
KB911838.1_26 
KB911839.1_43 
KB911994.1_16 
KB911873.1_16 
KB911990.1_37 
KB911979.1_90 
KB911989.1_9 
KB911873.1_41 
KB911838.1_152 
KB911979.1_120 
KB911838.1_47 
KB912012.1_44 
KB912034.1_38 
KB911928.1_3 
KB911951.1_7 
KB911977.1_13 
KB912023.1_19 
KB912000.1_1 
KB911862.1_34 
KB911979.1_75 
KB912001.1_108 
KB911838.1_100 
KB911840.1_92 
KB911972.1_21 
KB911895.1_30 
KB912034.1_17 
KB911838.1_97 
KB911906.1_8 
KB911839.1_72 
KB911917.1_25 
KB912014.1_6 
KB911950.1_65 
KB911990.1_80 
KB911884.1_43 
KB911975.1_7 
KB911990.1_35 
KB911962.1_44 
KB911840.1_41 
KB911986.1_5 
KB911991.1_7 
KB911981.1_2 
KB912012.1_26 
KB911950.1_192 
KB911990.1_97 
KB911950.1_68 
KB911950.1_87 
KB911950.1_129 
KB911895.1_17 
KB911884.1_52 
KB911839.1_11 
KB911838.1_119 
KB912045.1_80 
KB911873.1_68 
KB911838.1_153 
KB911951.1_27 
KB911979.1_14 
KB911838.1_237 
KB911840.1_40 
KB912012.1_51 
KB912001.1_103 
KB911839.1_40 
KB912012.1_84 
KB911977.1_26 
